Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	flowcell_barcode	genotype	gssr_id	instrument_name	lane	lsid	product_order	product_part_number	project	read_group_id	research_project	root_sample_id	run_barcode	run_name	sample_id	source_name	strain	work_request	Consent	LibrarySource
RNA-Seq		50	PRJNA396454	SAMN07426771	GEO	sra	ncbi			SRX3048896	0	Illumina HiSeq 2000	SINGLE	cDNA		2017-07-31	902	301	Candida albicans	ILLUMINA	2017-10-11	SRR5882557	SRS2395671	SRP114320	GSM2722278			wild type														candida albicans			public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA396454	SAMN07426769	GEO	sra	ncbi			SRX3048898	0	Illumina HiSeq 2000	SINGLE	cDNA		2017-07-31	968	333	Candida albicans	ILLUMINA	2017-10-11	SRR5882559	SRS2395672	SRP114320	GSM2722280			sfl2/sfl2														candida albicans			public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA396454	SAMN07426768	GEO	sra	ncbi			SRX3048899	0	Illumina HiSeq 2000	SINGLE	cDNA		2017-07-31	1010	350	Candida albicans	ILLUMINA	2017-10-11	SRR5882560	SRS2395673	SRP114320	GSM2722281			sfl2/sfl2														candida albicans			public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA396454	SAMN07426767	GEO	sra	ncbi			SRX3048900	0	Illumina HiSeq 2000	SINGLE	cDNA		2017-07-31	871	304	Candida albicans	ILLUMINA	2017-10-11	SRR5882561	SRS2395674	SRP114320	GSM2722282			sfl2/sfl2														candida albicans			public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA396454	SAMN07426766	GEO	sra	ncbi			SRX3048901	0	Illumina HiSeq 2000	SINGLE	cDNA		2017-07-31	807	277	Candida albicans	ILLUMINA	2017-10-11	SRR5882562	SRS2395675	SRP114320	GSM2722283			sfl2/sfl2														candida albicans			public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627450	GEO	sra	ncbi			SRX3174779	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	49	23	Candida albicans	ILLUMINA	2017-12-21	SRR6024039	SRS2504672	SRP117218	GSM2779031			wor1_delta/wor1_delta, ACT1p-STE4, ADH1-CEK2, ACT1-CST5														C. albicans engineered white a and alpha cells grown on Spider agar	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627459	GEO	sra	ncbi			SRX3174780	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	541	197	Candida albicans	ILLUMINA	2017-12-21	SRR6024040	SRS2504673	SRP117218	GSM2779032			wor1_delta/wor1_delta														C. albicans white a and alpha cells grown on Spider agar	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627458	GEO	sra	ncbi			SRX3174781	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	504	187	Candida albicans	ILLUMINA	2017-12-21	SRR6024041	SRS2504674	SRP117218	GSM2779033			WT														C. albicans opaque a and alpha cells grown on Spider medium	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627457	GEO	sra	ncbi			SRX3174782	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	476	175	Candida albicans	ILLUMINA	2017-12-21	SRR6024042	SRS2504675	SRP117218	GSM2779034			wor1_delta/wor1_delta														C. albicans white cells gown on Spider medium	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627455	GEO	sra	ncbi			SRX3174784	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	55	25	Candida albicans	ILLUMINA	2017-12-21	SRR6024044	SRS2504676	SRP117218	GSM2779036			wor1_delta/wor1_delta, ACT1p-STE4, ADH1-CEK2, ACT1-CST5														C. albicans engineered white a and alpha cells grown on Spider agar	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627456	GEO	sra	ncbi			SRX3174783	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	507	188	Candida albicans	ILLUMINA	2017-12-21	SRR6024043	SRS2504677	SRP117218	GSM2779035			WT														C. albicans opaque cells grown on Spider medium	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627454	GEO	sra	ncbi			SRX3174785	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	53	24	Candida albicans	ILLUMINA	2017-12-21	SRR6024045	SRS2504678	SRP117218	GSM2779037			wor1_delta/wor1_delta														C. albicans white a and alpha cells grown on Spider agar	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627453	GEO	sra	ncbi			SRX3174786	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	643	242	Candida albicans	ILLUMINA	2017-12-21	SRR6024046	SRS2504679	SRP117218	GSM2779038			WT														C. albicans opaque a and alpha cells grown on Spider medium	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627452	GEO	sra	ncbi			SRX3174787	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-19	774	293	Candida albicans	ILLUMINA	2017-12-21	SRR6024047	SRS2504680	SRP117218	GSM2779039			wor1_delta/wor1_delta														C. albicans white cells gown on Spider medium	SC5314		public	TRANSCRIPTOMIC
RNA-Seq	Ca21_chromosomes	50	PRJNA404011	SAMN07627451	GEO	sra	ncbi			SRX3174788	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-09-15	695	263	Candida albicans	ILLUMINA	2017-12-21	SRR6024048	SRS2504681	SRP117218	GSM2779040			WT														C. albicans opaque cells grown on Spider medium	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665550	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200525	0	Illumina HiSeq 2000	PAIRED	other	delta_rhb1_1	2017-09-20	14327	5811	Candida albicans	ILLUMINA	2017-09-20	SRR6053583	SRS2527496	SRP118298	C. albicans CCT-D1 total RNA																		CCT-D1		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665550	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200521	0	Illumina HiSeq 2000	PAIRED	other	delta_rhb1_2	2017-09-20	12607	5106	Candida albicans	ILLUMINA	2017-09-20	SRR6053587	SRS2527496	SRP118298	C. albicans CCT-D1 total RNA																		CCT-D1		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665550	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200520	0	Illumina HiSeq 2000	PAIRED	other	delta_rhb1_3	2017-09-20	13868	5610	Candida albicans	ILLUMINA	2017-09-20	SRR6053588	SRS2527496	SRP118298	C. albicans CCT-D1 total RNA																		CCT-D1		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665546	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200526	0	Illumina HiSeq 2000	PAIRED	other	SC5314_3	2017-09-20	13083	5368	Candida albicans	ILLUMINA	2017-09-20	SRR6053582	SRS2527497	SRP118298	SC5314 total RNA																		SC5314		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665546	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200524	0	Illumina HiSeq 2000	PAIRED	other	SC5314_1	2017-09-20	12786	5190	Candida albicans	ILLUMINA	2017-09-20	SRR6053584	SRS2527497	SRP118298	SC5314 total RNA																		SC5314		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665546	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200523	0	Illumina HiSeq 2000	PAIRED	other	SC5314_2	2017-09-20	13752	5566	Candida albicans	ILLUMINA	2017-09-20	SRR6053585	SRS2527497	SRP118298	SC5314 total RNA																		SC5314		public	TRANSCRIPTOMIC
RNA-Seq		302	PRJNA407874	SAMN07665551	TRINITY COLLEGE DUBLIN	sra	ncbi			SRX3200522	0	Illumina HiSeq 2000	PAIRED	other	rhb/RHB	2017-09-20	14066	5690	Candida albicans	ILLUMINA	2017-09-20	SRR6053586	SRS2527498	SRP118298	C. albicans CCT-RB1 total RNA																		CCT-RB1		public	TRANSCRIPTOMIC
RNA-Seq	assembly	115	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260354	0	Illumina HiSeq 2500	PAIRED	PolyA	HSF1-TAP/HSF1_MinusDox	2017-10-18	3789	568	Candida albicans	ILLUMINA	2018-02-27	SRR6172296	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	115	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260354	0	Illumina HiSeq 2500	PAIRED	PolyA	HSF1-TAP/HSF1_MinusDox	2017-10-18	3139	479	Candida albicans	ILLUMINA	2018-02-27	SRR6172297	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260354	0	Illumina HiSeq 2500	PAIRED	PolyA	HSF1-TAP/HSF1_MinusDox	2017-10-18	4110	658	Candida albicans	ILLUMINA	2018-02-27	SRR6172298	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	115	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260355	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_HSF1-TAP/HSF1_PlusDox	2017-10-18	3503	533	Candida albicans	ILLUMINA	2018-02-27	SRR6172299	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260355	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_HSF1-TAP/HSF1_PlusDox	2017-10-18	3928	628	Candida albicans	ILLUMINA	2018-02-27	SRR6172300	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	115	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260355	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_HSF1-TAP/HSF1_PlusDox	2017-10-18	3634	627	Candida albicans	ILLUMINA	2018-02-27	SRR6172301	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	115	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260356	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_tetO-HSF1/tetO-HSF1_MinusDox	2017-10-18	3735	579	Candida albicans	ILLUMINA	2018-02-27	SRR6172302	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260356	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_tetO-HSF1/tetO-HSF1_MinusDox	2017-10-18	4742	733	Candida albicans	ILLUMINA	2018-02-27	SRR6172303	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260356	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_tetO-HSF1/tetO-HSF1_MinusDox	2017-10-18	3839	647	Candida albicans	ILLUMINA	2018-02-27	SRR6172304	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260357	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_tetO-HSF1/tetO-HSF1_PlusDox	2017-10-18	5228	808	Candida albicans	ILLUMINA	2018-02-27	SRR6172305	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260357	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_tetO-HSF1/tetO-HSF1_PlusDox	2017-10-18	4099	634	Candida albicans	ILLUMINA	2018-02-27	SRR6172306	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq	assembly	116	PRJNA413572	SAMN07758498	UNIVERSITY OF MACAU	sra	ncbi			SRX3260357	0	Illumina HiSeq 2500	PAIRED	PolyA	RNAseq_tetO-HSF1/tetO-HSF1_PlusDox	2017-10-18	4090	636	Candida albicans	ILLUMINA	2018-02-27	SRR6172307	SRS2573681	SRP119587	Hsf1 overexpression																		CaLC2302		public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779278	GEO	sra	ncbi			SRX3276253	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3712	1518	Candida albicans	ILLUMINA	2018-06-22	SRR6165315	SRS2587526	SRP119857	GSM2809718			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779277	GEO	sra	ncbi			SRX3276254	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3716	1530	Candida albicans	ILLUMINA	2018-06-22	SRR6165316	SRS2587527	SRP119857	GSM2809719			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779276	GEO	sra	ncbi			SRX3276255	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4640	1920	Candida albicans	ILLUMINA	2018-06-22	SRR6165317	SRS2587528	SRP119857	GSM2809720			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779275	GEO	sra	ncbi			SRX3276256	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4117	1694	Candida albicans	ILLUMINA	2018-06-22	SRR6165318	SRS2587529	SRP119857	GSM2809721			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779274	GEO	sra	ncbi			SRX3276257	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3754	1549	Candida albicans	ILLUMINA	2018-06-22	SRR6165319	SRS2587530	SRP119857	GSM2809722			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779273	GEO	sra	ncbi			SRX3276258	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4122	1699	Candida albicans	ILLUMINA	2018-06-22	SRR6165320	SRS2587531	SRP119857	GSM2809723			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779272	GEO	sra	ncbi			SRX3276259	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4068	1677	Candida albicans	ILLUMINA	2018-06-22	SRR6165321	SRS2587532	SRP119857	GSM2809724			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779271	GEO	sra	ncbi			SRX3276260	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3755	1551	Candida albicans	ILLUMINA	2018-06-22	SRR6165322	SRS2587533	SRP119857	GSM2809725			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779270	GEO	sra	ncbi			SRX3276261	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4033	1678	Candida albicans	ILLUMINA	2018-06-22	SRR6165323	SRS2587535	SRP119857	GSM2809726			Wild type														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779263	GEO	sra	ncbi			SRX3276271	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3898	1610	Candida albicans	ILLUMINA	2018-06-22	SRR6165333	SRS2587544	SRP119857	GSM2809736			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779262	GEO	sra	ncbi			SRX3276272	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3918	1617	Candida albicans	ILLUMINA	2018-06-22	SRR6165334	SRS2587545	SRP119857	GSM2809737			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779258	GEO	sra	ncbi			SRX3276273	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3626	1485	Candida albicans	ILLUMINA	2018-06-22	SRR6165335	SRS2587546	SRP119857	GSM2809738			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779257	GEO	sra	ncbi			SRX3276274	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3905	1628	Candida albicans	ILLUMINA	2018-06-22	SRR6165336	SRS2587547	SRP119857	GSM2809739			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779256	GEO	sra	ncbi			SRX3276275	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3861	1583	Candida albicans	ILLUMINA	2018-06-22	SRR6165337	SRS2587548	SRP119857	GSM2809740			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779255	GEO	sra	ncbi			SRX3276276	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3605	1471	Candida albicans	ILLUMINA	2018-06-22	SRR6165338	SRS2587549	SRP119857	GSM2809741			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779254	GEO	sra	ncbi			SRX3276277	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3369	1358	Candida albicans	ILLUMINA	2018-06-22	SRR6165339	SRS2587550	SRP119857	GSM2809742			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779336	GEO	sra	ncbi			SRX3276278	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3460	1419	Candida albicans	ILLUMINA	2018-06-22	SRR6165340	SRS2587551	SRP119857	GSM2809743			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779337	GEO	sra	ncbi			SRX3276279	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3661	1472	Candida albicans	ILLUMINA	2018-06-22	SRR6165341	SRS2587552	SRP119857	GSM2809744			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779338	GEO	sra	ncbi			SRX3276280	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3145	1285	Candida albicans	ILLUMINA	2018-06-22	SRR6165342	SRS2587553	SRP119857	GSM2809745			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779368	GEO	sra	ncbi			SRX3276281	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3655	1511	Candida albicans	ILLUMINA	2018-06-22	SRR6165343	SRS2587554	SRP119857	GSM2809746			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779367	GEO	sra	ncbi			SRX3276282	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3564	1448	Candida albicans	ILLUMINA	2018-06-22	SRR6165344	SRS2587555	SRP119857	GSM2809747			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779366	GEO	sra	ncbi			SRX3276283	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3958	1721	Candida albicans	ILLUMINA	2018-06-22	SRR6165345	SRS2587556	SRP119857	GSM2809748			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779365	GEO	sra	ncbi			SRX3276284	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3492	1430	Candida albicans	ILLUMINA	2018-06-22	SRR6165346	SRS2587557	SRP119857	GSM2809749			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779364	GEO	sra	ncbi			SRX3276285	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3704	1529	Candida albicans	ILLUMINA	2018-06-22	SRR6165347	SRS2587558	SRP119857	GSM2809750			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779363	GEO	sra	ncbi			SRX3276286	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3074	1271	Candida albicans	ILLUMINA	2018-06-22	SRR6165348	SRS2587559	SRP119857	GSM2809751			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		299	PRJNA414107	SAMN07779362	GEO	sra	ncbi			SRX3276287	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3452	1421	Candida albicans	ILLUMINA	2018-06-22	SRR6165349	SRS2587560	SRP119857	GSM2809752			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779361	GEO	sra	ncbi			SRX3276288	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3769	1489	Candida albicans	ILLUMINA	2018-06-22	SRR6165350	SRS2587561	SRP119857	GSM2809753			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779360	GEO	sra	ncbi			SRX3276289	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4104	1641	Candida albicans	ILLUMINA	2018-06-22	SRR6165351	SRS2587562	SRP119857	GSM2809754			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779359	GEO	sra	ncbi			SRX3276290	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3993	1584	Candida albicans	ILLUMINA	2018-06-22	SRR6165352	SRS2587563	SRP119857	GSM2809755			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779358	GEO	sra	ncbi			SRX3276291	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3362	1338	Candida albicans	ILLUMINA	2018-06-22	SRR6165353	SRS2587564	SRP119857	GSM2809756			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779357	GEO	sra	ncbi			SRX3276292	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4100	1630	Candida albicans	ILLUMINA	2018-06-22	SRR6165354	SRS2587565	SRP119857	GSM2809757			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779356	GEO	sra	ncbi			SRX3276293	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4174	1657	Candida albicans	ILLUMINA	2018-06-22	SRR6165355	SRS2587566	SRP119857	GSM2809758			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779355	GEO	sra	ncbi			SRX3276294	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3842	1531	Candida albicans	ILLUMINA	2018-06-22	SRR6165356	SRS2587567	SRP119857	GSM2809759			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779354	GEO	sra	ncbi			SRX3276295	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4421	1760	Candida albicans	ILLUMINA	2018-06-22	SRR6165357	SRS2587568	SRP119857	GSM2809760			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779353	GEO	sra	ncbi			SRX3276296	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	4042	1620	Candida albicans	ILLUMINA	2018-06-22	SRR6165358	SRS2587569	SRP119857	GSM2809761			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		300	PRJNA414107	SAMN07779352	GEO	sra	ncbi			SRX3276297	0	Illumina HiSeq 4000	PAIRED	cDNA		2017-10-12	3920	1558	Candida albicans	ILLUMINA	2018-06-22	SRR6165359	SRS2587570	SRP119857	GSM2809762			Mutated														Planktonic cultures			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816387	GEO	sra	sra-sos	sra-sos.public		SRX3304713	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	295	110	Candida albicans	ILLUMINA	2019-02-04	SRR6194233	SRS2610638	SRP120582	GSM2825599																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816385	GEO	sra	ncbi			SRX3304715	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	93	34	Candida albicans	ILLUMINA	2019-02-04	SRR6194235	SRS2610639	SRP120582	GSM2825601																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816383	GEO	sra	ncbi			SRX3304717	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	693	254	Candida albicans	ILLUMINA	2019-02-04	SRR6194237	SRS2610640	SRP120582	GSM2825603																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816384	GEO	sra	sra-sos	sra-sos.public		SRX3304716	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	288	105	Candida albicans	ILLUMINA	2019-02-04	SRR6194236	SRS2610641	SRP120582	GSM2825602																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816381	GEO	sra	ncbi			SRX3304719	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	403	148	Candida albicans	ILLUMINA	2019-02-04	SRR6194239	SRS2610642	SRP120582	GSM2825605																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816379	GEO	sra	sra-sos	sra-sos.public		SRX3304721	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	93	34	Candida albicans	ILLUMINA	2019-02-04	SRR6194241	SRS2610643	SRP120582	GSM2825607																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816386	GEO	sra	sra-sos	sra-sos.public		SRX3304714	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	480	177	Candida albicans	ILLUMINA	2019-02-04	SRR6194234	SRS2610644	SRP120582	GSM2825600																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816380	GEO	sra	sra-sos	sra-sos.public		SRX3304720	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	407	150	Candida albicans	ILLUMINA	2019-02-04	SRR6194240	SRS2610645	SRP120582	GSM2825606																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
